Opportunity Number,Supplies Subgroup,Supplies Group,Region,Route To Market,Elapsed Days In Sales Stage,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Ratio Days Identified To Total Days,Ratio Days Validated To Total Days,Ratio Days Qualified To Total Days,Deal Size Category
7346690,Performance Parts,Performance & Non-auto,Midwest,Reseller,44,Loss,2,27,27,40000,4,1,0,Unknown,0,1,0,3
7346702,Interior Accessories,Car Accessories,Pacific,Reseller,57,Loss,2,14,14,108510,1,1,0,Unknown,1,0,0,5
7346754,Interior Accessories,Car Accessories,Pacific,Reseller,46,Loss,4,24,24,7750,2,5,0,Unknown,0.672131,0.327869,0,1
7346762,Exterior Accessories,Car Accessories,Pacific,Reseller,71,Loss,2,0,0,77507,1,1,0,Unknown,0,0,0,4
7346814,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,28,Loss,2,43,43,40000,1,1,0,Unknown,0,1,0,3
7346822,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,31,Loss,4,40,40,77507,1,1,0,Unknown,0.1325,0.8675,0,4
7346828,Garage & Car Care,Car Accessories,Midwest,Fields Sales,66,Loss,2,5,5,4500,2,1,0,Unknown,0,0,1,1
7346837,Exterior Accessories,Car Accessories,Midwest,Reseller,14,Loss,7,56,56,15000,1,1,0,Unknown,0,0.204991,0.795009,2
7346840,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,69,Won,3,1,1,30000,4,5,1,None,0,1,0,3
7346851,Garage & Car Care,Car Accessories,Midwest,Fields Sales,49,Won,3,5,5,4000,1,1,0,Unknown,0,0,1,1
7346853,Garage & Car Care,Car Accessories,Midwest,Reseller,71,Won,1,0,0,10250,4,3,0,Unknown,0,0,0,2
7346877,Interior Accessories,Car Accessories,Midwest,Other,51,Loss,3,20,20,306748,5,1,0,Known,0.39,0.61,0,6
7346950,Exterior Accessories,Car Accessories,Midwest,Reseller,71,Won,1,0,0,3000,5,4,0,Unknown,0,0,0,1
7346992,Replacement Parts,Car Accessories,Midwest,Reseller,70,Won,3,1,1,10000,1,1,3,Unknown,0,0.2,0.8,2
7347005,Replacement Parts,Car Accessories,Midwest,Fields Sales,32,Loss,4,24,24,18404,5,2,0,Unknown,0.012605,0.987395,0,2
7347013,Interior Accessories,Car Accessories,Pacific,Fields Sales,65,Loss,2,6,6,8669,1,1,0,None,1,0,0,1
7347033,Replacement Parts,Car Accessories,Midwest,Fields Sales,63,Loss,2,7,7,101000,1,4,0,Unknown,0,1,0,5
7347045,Garage & Car Care,Car Accessories,Pacific,Fields Sales,68,Loss,4,3,3,50000,3,3,0,Known,0.192308,0.230769,0.576923,4
7347107,Exterior Accessories,Car Accessories,Pacific,Reseller,47,Won,6,7,7,200000,2,1,3,None,0,0.085714,0.842857,5
7347110,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,45,Loss,5,34,34,100000,1,5,0,None,0,0.080119,0.919881,5
7347123,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,47,Loss,3,24,24,300000,5,5,0,Known,0.294118,0.705882,0,6
7347124,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,69,Won,3,2,2,25967,3,3,0,Known,0,0.2,0.8,3
7347138,Exterior Accessories,Car Accessories,Midwest,Fields Sales,66,Loss,2,5,5,50000,2,3,0,Unknown,0,1,0,4
7347139,Replacement Parts,Car Accessories,Midwest,Reseller,62,Loss,2,9,9,70000,5,1,0,Known,0,0,1,4
7347140,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,16,Loss,2,54,54,410000,5,5,0,Unknown,1,0,0,6
7347164,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,69,Loss,2,1,1,70000,1,2,0,Unknown,0,1,0,4
7347185,Replacement Parts,Car Accessories,Midwest,Fields Sales,52,Loss,2,19,19,5000,1,1,0,Unknown,0,1,0,1
7347189,Batteries & Accessories,Car Accessories,Midwest,Reseller,67,Won,2,4,4,6800,2,2,0,Unknown,0,1,0,1
7347194,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,35,Loss,5,36,36,105000,1,1,0,Unknown,0.011204,0.938375,0.05042,5
7347225,Replacement Parts,Car Accessories,Pacific,Fields Sales,61,Loss,4,7,7,38000,3,3,0,None,0,0,1,3
7347226,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,39,Loss,2,32,32,110000,1,1,0,Unknown,0,1,0,5
7347229,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,35,Loss,2,35,35,1,1,1,0,Unknown,0,1,0,1
7347230,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,63,Loss,2,8,8,101000,1,1,0,Unknown,0,1,0,5
7347237,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,66,Loss,2,5,5,50000,1,2,3,Unknown,1,0,0,4
7347242,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,69,Loss,2,2,2,130000,3,3,0,Unknown,0,1,0,5
7347253,Batteries & Accessories,Car Accessories,Pacific,Reseller,4,Loss,9,52,44,231000,1,1,0,Unknown,0,0.239006,0.606119,5
7347274,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,19,Loss,4,52,52,1000000,5,4,0,Known,0.202312,0.797688,0,7
7347296,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,41,Loss,5,22,22,600000,4,3,0,Unknown,0.347222,0.652778,0,7
7347337,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,63,Won,4,6,6,7000,1,1,0,Known,0,0.203125,0.796875,1
7347341,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,66,Loss,3,5,5,150000,1,3,0,Unknown,0,0.404255,0.595745,5
7347347,Exterior Accessories,Car Accessories,Pacific,Telesales,54,Loss,2,17,17,100000,1,1,3,Unknown,1,0,0,5
7347368,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,53,Loss,2,18,18,110000,1,1,0,Unknown,1,0,0,5
7347431,Replacement Parts,Car Accessories,Midwest,Fields Sales,70,Loss,2,1,1,20000,3,4,0,Unknown,0,1,0,2
7347438,Replacement Parts,Car Accessories,Midwest,Reseller,43,Loss,5,28,28,20000,1,2,0,Unknown,0.327273,0.672727,0,2
7347443,Exterior Accessories,Car Accessories,Midwest,Reseller,59,Loss,5,12,12,5961,5,2,0,Unknown,0.308333,0.05,0.641667,1
7347458,Batteries & Accessories,Car Accessories,Pacific,Telesales,51,Won,4,5,5,4449,1,1,2,None,0,0.083333,0.916667,1
7347466,Interior Accessories,Car Accessories,Pacific,Other,71,Loss,2,0,0,4340,3,5,0,None,0,0,0,1
7347468,Exterior Accessories,Car Accessories,Midwest,Fields Sales,49,Loss,3,22,22,30000,3,3,0,Known,0.608295,0.391705,0,3
7347522,Replacement Parts,Car Accessories,Pacific,Fields Sales,67,Loss,2,4,4,10000,1,1,0,None,0,1,0,2
7347535,Batteries & Accessories,Car Accessories,Pacific,Reseller,69,Loss,2,1,1,143000,1,5,0,Known,0,0,1,5
7349621,Replacement Parts,Car Accessories,Pacific,Reseller,71,Won,1,0,0,46504,1,1,0,Unknown,0,0,0,3
7349654,Tires & Wheels,Tires & Wheels,Midwest,Reseller,48,Loss,7,14,14,73619,1,2,0,Unknown,0,0.029412,0.970588,4
7349689,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,59,Loss,2,12,12,15501,1,1,0,Unknown,0,1,0,2
7349693,Shelters & RV,Performance & Non-auto,Pacific,Reseller,62,Loss,2,9,9,155014,1,1,0,Unknown,0,1,0,5
7349702,Batteries & Accessories,Car Accessories,Pacific,Reseller,65,Loss,2,6,6,77507,5,2,0,Unknown,0,1,0,4
7349747,Shelters & RV,Performance & Non-auto,Pacific,Reseller,44,Loss,2,27,27,38753,1,1,0,Unknown,0,1,0,3
7349757,Batteries & Accessories,Car Accessories,Midwest,Reseller,62,Loss,3,8,8,30000,3,3,0,Unknown,0.785714,0.214286,0,3
7349769,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,20,Loss,2,50,50,77507,3,1,0,Unknown,1,0,0,4
7349795,Batteries & Accessories,Car Accessories,Midwest,Reseller,66,Loss,2,5,5,5000,3,3,0,Unknown,0,1,0,1
7349806,Garage & Car Care,Car Accessories,Midwest,Reseller,58,Won,3,13,13,19440,4,3,1,Unknown,0,0.89313,0.10687,2
7349830,Batteries & Accessories,Car Accessories,Pacific,Reseller,33,Loss,2,38,38,124011,4,2,0,Unknown,0,1,0,5
7349865,Interior Accessories,Car Accessories,Midwest,Reseller,65,Loss,2,6,6,28000,5,5,0,Unknown,0,1,0,3
7349897,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,20,Loss,2,50,50,77507,3,3,0,Unknown,1,0,0,4
7349905,Exterior Accessories,Car Accessories,Pacific,Reseller,44,Loss,2,27,27,40000,1,1,0,Unknown,0,1,0,3
7349962,Replacement Parts,Car Accessories,Midwest,Fields Sales,70,Won,2,0,0,11685,1,1,0,Unknown,0,1,0,2
7349973,Replacement Parts,Car Accessories,Pacific,Fields Sales,35,Loss,2,36,36,150000,1,1,0,Unknown,0,1,0,5
7350064,Interior Accessories,Car Accessories,Pacific,Fields Sales,48,Loss,4,22,22,775073,1,1,0,None,0.825893,0.107143,0.066964,7
7350065,Interior Accessories,Car Accessories,Midwest,Fields Sales,63,Loss,3,3,3,120000,5,5,0,Unknown,1,0,0,5
7350073,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,63,Loss,2,8,8,150000,5,5,0,Unknown,1,0,0,5
7350082,Towing & Hitches,Car Accessories,Pacific,Reseller,37,Loss,2,34,34,0,1,1,0,Unknown,0,1,0,1
7350092,Interior Accessories,Car Accessories,Pacific,Other,71,Won,1,0,0,3825,1,1,0,None,0,0,0,1
7350110,Batteries & Accessories,Car Accessories,Pacific,Telesales,61,Loss,3,10,10,20000,1,1,0,Unknown,0.941176,0.058824,0,2
7350176,Exterior Accessories,Car Accessories,Midwest,Fields Sales,67,Loss,2,4,4,300000,1,5,0,Unknown,1,0,0,6
7350197,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,66,Loss,3,5,5,40000,1,4,3,Unknown,0.846154,0.153846,0,3
7350222,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,68,Loss,2,3,3,50000,3,4,0,Unknown,1,0,0,4
7350238,Replacement Parts,Car Accessories,Pacific,Fields Sales,68,Won,4,3,3,37700,5,5,4,Unknown,0,0.28,0.72,3
7350250,Exterior Accessories,Car Accessories,Midwest,Fields Sales,71,Loss,1,0,0,49000,1,5,0,Unknown,0,0,0,3
7350305,Exterior Accessories,Car Accessories,Midwest,Fields Sales,55,Won,4,15,14,300000,1,5,4,Known,0,0.538961,0.357143,6
7350330,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,59,Loss,2,12,12,10000,5,4,0,Unknown,1,0,0,2
7350371,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,54,Won,3,17,17,214723,5,1,4,Unknown,0,0.642857,0.357143,5
7350379,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,64,Loss,2,7,7,153374,4,1,0,Unknown,0,1,0,5
7350386,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,64,Loss,2,7,7,110429,4,1,0,Unknown,0,1,0,5
7350403,Replacement Parts,Car Accessories,Pacific,Fields Sales,66,Won,4,5,5,25000,1,1,0,None,0,0.416667,0.541667,3
7350415,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,56,Loss,2,15,15,100000,4,3,0,Unknown,0,1,0,5
7350470,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,58,Loss,2,13,13,80000,4,3,0,Unknown,1,0,0,4
7350482,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,43,Won,3,7,7,110000,1,1,0,Unknown,0,0,1,5
7352828,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,44,Loss,2,27,27,31002,1,1,0,Unknown,1,0,0,3
7352832,Exterior Accessories,Car Accessories,Pacific,Reseller,47,Loss,2,24,24,23252,1,1,0,Unknown,1,0,0,2
7352833,Exterior Accessories,Car Accessories,Pacific,Reseller,47,Loss,2,24,24,23252,1,1,0,Unknown,1,0,0,2
7352840,Exterior Accessories,Car Accessories,Pacific,Reseller,47,Loss,2,24,24,7750,1,1,0,Unknown,1,0,0,1
7352843,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,67,Won,3,3,0,15501,1,1,1,Unknown,0,0.03125,0,2
7352852,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,16,Loss,5,52,52,3100,1,1,0,Unknown,1,0,0,1
7352855,Exterior Accessories,Car Accessories,Pacific,Reseller,47,Loss,2,24,24,15501,1,1,0,Unknown,1,0,0,2
7352856,Exterior Accessories,Car Accessories,Pacific,Reseller,16,Loss,5,44,44,31002,1,1,0,Unknown,1,0,0,3
7352863,Exterior Accessories,Car Accessories,Pacific,Reseller,47,Loss,2,24,24,15501,1,1,0,Unknown,1,0,0,2
7352871,Exterior Accessories,Car Accessories,Pacific,Reseller,31,Loss,4,29,29,77507,1,1,0,Unknown,1,0,0,4
7352874,Batteries & Accessories,Car Accessories,Pacific,Reseller,62,Loss,2,9,9,3100,1,1,0,Unknown,1,0,0,1
7352881,Batteries & Accessories,Car Accessories,Pacific,Reseller,47,Loss,2,23,23,4650,1,1,0,Unknown,1,0,0,1
7352888,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,44,Loss,2,27,27,3100,1,1,0,Unknown,1,0,0,1
7352889,Batteries & Accessories,Car Accessories,Pacific,Reseller,47,Loss,2,23,23,3100,1,1,0,Unknown,1,0,0,1
7352896,Exterior Accessories,Car Accessories,Midwest,Reseller,69,Loss,2,2,2,25000,1,1,0,Unknown,0,1,0,3
7352918,Exterior Accessories,Car Accessories,Midwest,Reseller,60,Loss,2,11,11,70000,1,1,0,Unknown,0,1,0,4
7352921,Garage & Car Care,Car Accessories,Midwest,Reseller,44,Loss,3,27,27,1400,1,1,0,Unknown,0.13806,0,0.86194,1
7352937,Shelters & RV,Performance & Non-auto,Midwest,Reseller,44,Loss,3,27,27,40000,1,1,0,Known,0,0.421642,0.578358,3
7352944,Garage & Car Care,Car Accessories,Midwest,Reseller,41,Loss,3,30,30,2100,1,1,0,Unknown,0.125,0,0.875,1
7352945,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,34,Loss,2,37,37,40000,2,1,0,Unknown,0,1,0,3
7353026,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,44,Loss,2,27,27,77507,1,1,0,Unknown,1,0,0,4
7353029,Exterior Accessories,Car Accessories,Midwest,Reseller,44,Loss,3,27,27,20000,1,1,0,Unknown,0,0.003731,0.996269,2
7353037,Performance Parts,Performance & Non-auto,Midwest,Reseller,44,Loss,2,26,26,40000,1,2,0,Unknown,0,1,0,3
7353046,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,20,Loss,2,50,50,77507,1,1,0,Unknown,1,0,0,4
7353112,Replacement Parts,Car Accessories,Pacific,Other,41,Won,4,30,27,55000,1,1,1,None,0.866221,0,0.020067,4
7353119,Replacement Parts,Car Accessories,Pacific,Fields Sales,65,Loss,5,6,6,10851,1,1,0,Unknown,0,0.12069,0.87931,2
7353239,Garage & Car Care,Car Accessories,Midwest,Reseller,62,Won,2,8,8,300,1,1,0,Unknown,0,1,0,1
7353303,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,70,Loss,2,1,1,5000,5,1,4,None,0,1,0,1
7353331,Exterior Accessories,Car Accessories,Midwest,Fields Sales,29,Loss,4,41,41,105000,3,4,0,Known,0.038929,0.068127,0.892944,5
7353349,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,43,Won,6,4,1,80000,1,1,0,None,0,0,0.318182,4
7353389,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,65,Loss,2,5,5,50000,1,5,0,None,0,0,1,4
7353396,Replacement Parts,Car Accessories,Midwest,Fields Sales,35,Loss,3,35,35,200000,5,1,0,Known,0.164306,0.835694,0,5
7353428,Replacement Parts,Car Accessories,Midwest,Reseller,40,Won,7,29,29,3613,1,1,0,Unknown,0.003472,0.878472,0.118056,1
7353441,Interior Accessories,Car Accessories,Midwest,Fields Sales,10,Won,4,43,43,300000,5,1,0,Unknown,0,0.034965,0.965035,6
7353456,Interior Accessories,Car Accessories,Midwest,Fields Sales,70,Won,2,0,0,2210,4,5,3,Unknown,0,0,1,1
7353464,Batteries & Accessories,Car Accessories,Pacific,Reseller,47,Loss,3,24,24,100000,1,1,0,Unknown,0.016807,0.983193,0,5
7353485,Shelters & RV,Performance & Non-auto,Midwest,Reseller,55,Won,4,7,7,124800,5,1,4,Known,0,0.707692,0.292308,5
7353497,Garage & Car Care,Car Accessories,Midwest,Telecoverage,38,Loss,9,32,32,70000,1,2,0,Unknown,0.631579,0.328173,0.040248,4
7353499,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,47,Loss,2,23,23,232522,1,1,0,Known,0,0,1,5
7353500,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,70,Loss,2,0,0,98899,5,1,4,Known,0,0,0,4
7353511,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,66,Loss,3,5,5,104000,4,4,0,Known,0.695652,0.304348,0,5
7353526,Towing & Hitches,Car Accessories,Midwest,Fields Sales,66,Loss,3,4,4,50000,5,5,0,None,0.209302,0,0.790698,4
7353555,Batteries & Accessories,Car Accessories,Midwest,Other,28,Loss,2,42,42,6134,1,1,0,Unknown,0,1,0,1
7353576,Replacement Parts,Car Accessories,Pacific,Reseller,44,Loss,3,27,27,0,2,1,0,Unknown,0.007519,0.992481,0,1
7353584,Replacement Parts,Car Accessories,Pacific,Reseller,60,Won,3,11,11,5000,1,1,0,Unknown,0.019048,0.980952,0,1
7353593,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,44,Loss,2,27,27,122699,3,3,0,Known,0,1,0,5
7353598,Replacement Parts,Car Accessories,Pacific,Reseller,42,Loss,5,22,22,1000,1,1,0,Unknown,0.008969,0.991031,0,1
7353631,Replacement Parts,Car Accessories,Midwest,Fields Sales,10,Loss,3,7,7,32000,1,1,0,Unknown,0,1,0,3
7353632,Performance Parts,Performance & Non-auto,Pacific,Fields Sales,56,Loss,3,14,14,300000,1,1,0,Known,0.407143,0.592857,0,6
7353639,Replacement Parts,Car Accessories,Midwest,Fields Sales,63,Loss,2,7,7,18404,5,1,0,Unknown,0,1,0,2
7353670,Garage & Car Care,Car Accessories,Pacific,Reseller,65,Won,4,6,6,400,1,1,0,Unknown,0,0.947368,0.052632,1
7353676,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,50,Won,8,12,12,330000,1,4,0,Unknown,0.529412,0.109244,0.344538,6
7353678,Towing & Hitches,Car Accessories,Midwest,Fields Sales,54,Loss,3,16,16,110000,4,5,3,Unknown,0.061728,0.938272,0,5
7353688,Interior Accessories,Car Accessories,Midwest,Fields Sales,64,Loss,2,6,6,61349,5,1,3,Unknown,1,0,0,4
7353708,Replacement Parts,Car Accessories,Pacific,Fields Sales,70,Loss,3,0,0,5000,3,3,0,Unknown,0,1,0,1
7353713,Replacement Parts,Car Accessories,Northwest,Fields Sales,62,Loss,3,8,8,150000,1,1,0,Unknown,0,0,1,5
7353723,Replacement Parts,Car Accessories,Pacific,Fields Sales,67,Loss,3,3,3,5000,5,5,0,Unknown,0,1,0,1
7353743,Exterior Accessories,Car Accessories,Pacific,Fields Sales,70,Loss,2,0,0,120000,5,5,0,Known,1,0,0,5
7353755,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,70,Loss,2,0,0,1000,1,1,0,Unknown,0,1,0,1
7353758,Replacement Parts,Car Accessories,Pacific,Telecoverage,70,Loss,1,0,0,0,1,1,0,Unknown,0,0,0,1
7353795,Batteries & Accessories,Car Accessories,Pacific,Other,51,Loss,3,20,20,105000,4,5,0,Known,0.040201,0,0.959799,5
7353825,Replacement Parts,Car Accessories,Midwest,Fields Sales,55,Loss,2,16,16,20000,1,1,3,None,0,0,1,2
7356401,Exterior Accessories,Car Accessories,Midwest,Reseller,70,Loss,2,0,0,0,1,4,0,Unknown,0,0,0,1
7356417,Garage & Car Care,Car Accessories,Midwest,Reseller,70,Loss,2,0,0,10000,2,2,0,Unknown,0,0,0,2
7356439,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,45,Loss,5,26,26,30674,1,3,0,Unknown,0.003922,0.996078,0,3
7356518,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,45,Loss,5,26,26,42944,1,3,0,Unknown,0.003922,0.996078,0,3
7356521,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,20,Loss,2,50,50,77507,1,1,0,Unknown,1,0,0,4
7356523,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,64,Won,3,7,7,18366,1,2,2,Unknown,0,0.015152,0.984848,2
7356526,Exterior Accessories,Car Accessories,Pacific,Reseller,44,Loss,2,27,27,387536,4,1,4,Unknown,0,1,0,6
7356529,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,44,Loss,2,27,27,80000,1,1,0,Unknown,0,1,0,4
7356584,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,40,Won,5,23,23,10000,4,4,4,Known,0,0.716157,0.283843,2
7356591,Exterior Accessories,Car Accessories,Pacific,Reseller,55,Won,2,15,15,85103,1,1,4,Unknown,0,1,0,4
7356594,Replacement Parts,Car Accessories,Northwest,Reseller,55,Won,4,6,4,134868,4,1,0,Unknown,0,0,0.610169,5
7356635,Garage & Car Care,Car Accessories,Northwest,Reseller,51,Loss,3,20,20,122093,1,1,0,Unknown,0,0.005102,0.994898,5
7356758,Exterior Accessories,Car Accessories,Midwest,Fields Sales,44,Loss,4,26,26,100000,1,1,0,Unknown,0.984733,0.015267,0,5
7356804,Garage & Car Care,Car Accessories,Midwest,Fields Sales,32,Loss,3,38,38,180000,1,5,0,Known,0.034211,0.965789,0,5
7356806,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,35,Loss,2,36,36,100000,3,5,0,Known,0,1,0,5
7356822,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,35,Loss,2,35,35,250000,1,1,0,Known,0,1,0,6
7356824,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,18,Loss,3,53,53,104294,1,1,0,Unknown,0.238095,0.761905,0,5
7356837,Shelters & RV,Performance & Non-auto,Pacific,Telesales,46,Loss,3,25,25,100,1,1,0,Unknown,0,0.394309,0.605691,1
7356850,Shelters & RV,Performance & Non-auto,Pacific,Telesales,55,Loss,2,16,16,10000,1,1,0,Known,0,1,0,2
7356853,Replacement Parts,Car Accessories,Midwest,Fields Sales,56,Loss,2,14,14,30000,1,1,4,None,0,0,1,3
7356865,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,30,Loss,7,40,40,50000,2,2,0,Unknown,0.08,0.6375,0.2825,4
7356874,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,54,Loss,4,16,16,31002,1,1,0,None,0.25,0,0.75,3
7356898,Exterior Accessories,Car Accessories,Midwest,Fields Sales,65,Won,2,5,5,44000,1,4,2,None,0,0,1,3
7356920,Towing & Hitches,Car Accessories,Midwest,Fields Sales,59,Loss,4,12,11,150000,5,5,4,Known,0,0.052174,0.930435,5
7356945,Exterior Accessories,Car Accessories,Pacific,Fields Sales,70,Won,3,1,1,15000,1,1,0,Unknown,0,0.125,0.875,2
7356955,Garage & Car Care,Car Accessories,Pacific,Other,37,Loss,4,33,33,5000,1,1,0,None,0.101538,0.898462,0,1
7356962,Replacement Parts,Car Accessories,Pacific,Fields Sales,61,Loss,3,9,9,10100,1,1,0,Unknown,0,1,0,2
7356967,Exterior Accessories,Car Accessories,Pacific,Fields Sales,57,Loss,2,13,13,10000,1,1,0,Unknown,0,1,0,2
7356974,Replacement Parts,Car Accessories,Midwest,Fields Sales,67,Loss,2,4,4,50000,5,2,0,Known,0,1,0,4
7357011,Replacement Parts,Car Accessories,Midwest,Fields Sales,41,Loss,3,30,30,61349,4,3,0,None,0.684746,0.315254,0,4
7357020,Batteries & Accessories,Car Accessories,Pacific,Reseller,62,Loss,2,9,9,50000,1,1,0,None,0,1,0,4
7357027,Exterior Accessories,Car Accessories,Pacific,Fields Sales,52,Loss,2,18,18,0,5,2,0,None,1,0,0,1
7357036,Exterior Accessories,Car Accessories,Pacific,Fields Sales,63,Loss,2,7,7,500000,4,4,0,Known,0,0,1,7
7357050,Batteries & Accessories,Car Accessories,Pacific,Telesales,62,Loss,2,9,9,75000,1,1,0,None,0,1,0,4
7357052,Shelters & RV,Performance & Non-auto,Pacific,Other,70,Loss,1,0,0,400000,4,3,0,Known,0,0,0,6
7357058,Exterior Accessories,Car Accessories,Pacific,Fields Sales,69,Loss,3,0,0,11000,1,1,0,Unknown,1,0,0,2
7357078,Replacement Parts,Car Accessories,Pacific,Reseller,44,Loss,2,27,27,5000,3,1,0,Unknown,0,1,0,1
7357100,Replacement Parts,Car Accessories,Pacific,Reseller,48,Loss,2,23,23,1000,1,1,0,Known,0,1,0,1
7357148,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,70,Loss,2,0,0,193750,4,5,0,Unknown,0,1,0,5
7357156,Replacement Parts,Car Accessories,Pacific,Fields Sales,16,Loss,4,52,52,23252,1,1,0,None,1,0,0,2
7357163,Exterior Accessories,Car Accessories,Pacific,Fields Sales,66,Loss,2,5,5,200000,5,4,0,Unknown,1,0,0,5
7357193,Exterior Accessories,Car Accessories,Midwest,Fields Sales,63,Won,4,3,3,23000,3,4,4,None,0,0,0.964286,2
7357232,Exterior Accessories,Car Accessories,Midwest,Fields Sales,64,Won,2,6,6,7000,2,3,0,Unknown,0,1,0,1
7357246,Towing & Hitches,Car Accessories,Midwest,Fields Sales,43,Won,2,0,0,29000,2,2,2,Unknown,0,0,0,3
7357284,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,57,Loss,2,13,13,110000,1,1,0,Unknown,0,1,0,5
7360594,Performance Parts,Performance & Non-auto,Midwest,Reseller,70,Loss,1,0,0,20979,1,1,0,Unknown,0,0,0,2
7360606,Garage & Car Care,Car Accessories,Midwest,Reseller,70,Won,1,0,0,37962,3,5,1,Unknown,0,0,0,3
7360618,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,70,Won,1,0,0,34103,1,1,0,Unknown,0,0,0,3
7360626,Shelters & RV,Performance & Non-auto,Pacific,Reseller,70,Won,1,0,0,124011,3,5,2,Unknown,0,0,0,5
7360641,Exterior Accessories,Car Accessories,Pacific,Reseller,67,Won,3,3,3,40303,1,1,0,Unknown,0,0.066667,0.933333,3
7360644,Shelters & RV,Performance & Non-auto,Pacific,Reseller,16,Loss,3,54,54,77507,1,1,0,Unknown,1,0,0,4
